genre,gross,rate,runtime,title,vote,yr,titleClean,cleanTitleSpot
"Action, Comedy, Crime",$138.45M,7.2,109 min,21 Jump Street,462932,2012,21 Jump Street,21 Jump Street
"Comedy, Drama",$27.09M,7.2,90 min,Fast Times at Ridgemont High,82130,1982,Fast Times at Ridgemont High,Fast Times at Ridgemont High
"Crime, Drama",None,8.9,96 min,12 Angry Men,560103,1957,12 Angry Men,12 Angry Men
"Drama, Sci-Fi, Thriller",$1.48M,8.1,113 min,Donnie Darko,675782,2001,Donnie Darko,Donnie Darko
Drama,$27.85M,7.4,111 min,Moonlight,204964,2016,Moonlight,Moonlight
"Adventure, Family, Fantasy",$301.96M,7.6,153 min,Harry Potter and the Half-Blood Prince,392300,2009,Harry Potter and the Half-Blood Prince,Harry Potter and the HalfBlood Prince
"Comedy, Musical",$139.88M,7.4,100 min,The Rocky Horror Picture Show,117936,1975,The Rocky Horror Picture Show,The Rocky Horror Picture Show
Drama,$16.38M,7.1,138 min,The Master,125182,2012,The Master,The Master
"Animation, Adventure, Comedy",$189.42M,7.7,101 min,Wreck-It Ralph,317861,2012,Wreck-It Ralph,WreckIt Ralph
"Biography, Drama, Sport",$255.96M,7.7,129 min,The Blind Side,256998,2009,The Blind Side,The Blind Side
Western,$6.10M,8.9,178 min,"The Good, the Bad and the Ugly",593053,1966,"The Good, the Bad and the Ugly",The Good the Bad and the Ugly
"Drama, Mystery, Thriller",$293.51M,8.1,107 min,The Sixth Sense,814261,1999,The Sixth Sense,The Sixth Sense
"Animation, Adventure, Family",$10.06M,8.6,125 min,Spirited Away,525392,2001,Spirited Away,Spirited Away
Drama,$40.22M,8.1,158 min,There Will Be Blood,444952,2007,There Will Be Blood,There Will Be Blood
"Adventure, Family, Fantasy",$303.00M,7.9,169 min,The Hobbit: An Unexpected Journey,702434,2012,The Hobbit: An Unexpected Journey,The Hobbit An Unexpected Journey
"Action, Comedy, Fantasy",$238.63M,7.8,105 min,Ghostbusters,311772,1984,Ghostbusters,Ghostbusters
"Crime, Drama, Thriller",$2.83M,8.3,99 min,Reservoir Dogs,787807,1992,Reservoir Dogs,Reservoir Dogs
"Comedy, Drama, History",$8.04M,7.2,107 min,The Death of Stalin,47434,2017,The Death of Stalin,The Death of Stalin
"Mystery, Thriller",$25.54M,8.5,113 min,Memento,992478,2000,Memento,Memento
"Comedy, Drama",$5.88M,7.9,118 min,Captain Fantastic,146476,2016,Captain Fantastic,Captain Fantastic
"Comedy, Drama, Fantasy",$15.32M,7.8,123 min,About Time,247316,2013,About Time,About Time
"Action, Adventure, Thriller",$209.40M,7.4,132 min,Mission: Impossible - Ghost Protocol,412788,2011,Mission: Impossible - Ghost Protocol,Mission Impossible  Ghost Protocol
"Action, Adventure",$248.16M,8.5,115 min,Raiders of the Lost Ark,774987,1981,Raiders of the Lost Ark,Raiders of the Lost Ark
"Biography, Crime, Drama",$164.62M,8.1,141 min,Catch Me If You Can,676473,2002,Catch Me If You Can,Catch Me If You Can
"Horror, Mystery",$103.05M,7.2,111 min,Scream,251224,1996,Scream,Scream
"Biography, Comedy, Drama",$70.26M,7.8,130 min,The Big Short,288513,2015,The Big Short,The Big Short
"Adventure, Drama",$52.29M,8.1,89 min,Stand by Me,322014,1986,Stand by Me,Stand by Me
"Action, Thriller",$83.01M,8.2,132 min,Die Hard,690763,1988,Die Hard,Die Hard
"Action, Adventure, Sci-Fi",$257.73M,8.0,127 min,Star Trek,547613,2009,Star Trek,Star Trek
"Animation, Drama, Fantasy",$5.02M,8.4,106 min,Your Name.,108852,2016,Your Name.,Your Name
Horror,$25.50M,7.5,91 min,A Nightmare on Elm Street,176097,1984,A Nightmare on Elm Street,A Nightmare on Elm Street
"Drama, Romance",$17.74M,8.0,102 min,The Perks of Being a Wallflower,409346,2012,The Perks of Being a Wallflower,The Perks of Being a Wallflower
"Adventure, Drama, Family",$364.00M,7.4,106 min,The Jungle Book,230257,2016,The Jungle Book,The Jungle Book
"Drama, Mystery, Romance",$50.93M,7.8,123 min,Atonement,220365,2007,Atonement,Atonement
"Adventure, Comedy, Horror",$75.59M,7.7,88 min,Zombieland,441084,2009,Zombieland,Zombieland
"Crime, Drama",$35.06M,7.8,100 min,Drive,502403,2011,Drive,Drive
"Drama, Fantasy, War",$37.63M,8.2,118 min,Pan's Labyrinth,550664,2006,Pan's Labyrinth,Pans Labyrinth
"Adventure, Drama, Thriller",$260.00M,8.0,124 min,Jaws,490685,1975,Jaws,Jaws
"Comedy, Music, Romance",$65.00M,7.2,112 min,Pitch Perfect,246516,2012,Pitch Perfect,Pitch Perfect
Horror,$82.52M,7.5,128 min,Dracula,165837,1992,Dracula,Dracula
"Crime, Drama",$6.72M,8.5,119 min,American History X,913319,1998,American History X,American History X
"Action, Adventure, Family",$241.41M,7.0,97 min,Maleficent,292420,2014,Maleficent,Maleficent
"Action, Biography, Drama",$12.39M,8.5,161 min,Dangal,105423,2016,Dangal,Dangal
"Comedy, Drama",$42.34M,7.7,119 min,Birdman or (The Unexpected Virtue of Ignorance),492807,2014,Birdman or (The Unexpected Virtue of Ignorance),Birdman or The Unexpected Virtue of Ignorance
"Drama, Romance",$2.20M,7.8,180 min,Blue Is the Warmest Color,117997,2013,Blue Is the Warmest Color,Blue Is the Warmest Color
"Action, Adventure, Sci-Fi",$228.78M,7.7,132 min,Star Trek: Into Darkness,437448,2013,Star Trek: Into Darkness,Star Trek Into Darkness
"Adventure, Mystery, Sci-Fi",$126.48M,7.0,124 min,Prometheus,525137,2012,Prometheus,Prometheus
"Adventure, Drama, History",$173.84M,7.6,140 min,Apollo 13,236760,1995,Apollo 13,Apollo 13
"Action, Horror, Thriller",$2.13M,7.5,118 min,Busanhaeng,95821,2016,Busanhaeng,Busanhaeng
"Comedy, Crime",$150.39M,7.0,110 min,We're the Millers,359783,2013,We're the Millers,Were the Millers
"Horror, Mystery, Sci-Fi",$13.78M,8.1,109 min,The Thing,315285,1982,The Thing,The Thing
"Animation, Adventure, Comedy",$293.00M,8.3,96 min,Up,804509,2009,Up,Up
"Adventure, Family, Fantasy",$22.20M,8.0,102 min,The Wizard of Oz,339340,1939,The Wizard of Oz,The Wizard of Oz
"Action, Comedy, Crime",$36.26M,7.4,116 min,The Nice Guys,223861,2016,The Nice Guys,The Nice Guys
"Drama, Musical, Romance",$51.27M,7.3,143 min,The Phantom of the Opera,106969,2004,The Phantom of the Opera,The Phantom of the Opera
"Comedy, Crime",$30.33M,8.3,102 min,Snatch,693504,2000,Snatch,Snatch
"Action, Adventure, Sci-Fi",$312.43M,7.0,124 min,Iron Man 2,615740,2010,Iron Man 2,Iron Man 2
Horror,None,7.5,92 min,Suspiria,58964,1977,Suspiria,Suspiria
"Family, Sci-Fi",$435.11M,7.9,115 min,E.T. the Extra-Terrestrial,323847,1982,E.T. the Extra-Terrestrial,ET the ExtraTerrestrial
"Adventure, Drama, Fantasy",$342.55M,8.7,179 min,The Lord of the Rings: The Two Towers,1288020,2002,The Lord of the Rings: The Two Towers,The Lord of the Rings The Two Towers
"Adventure, Comedy, Drama",$45.51M,7.8,94 min,Moonrise Kingdom,280783,2012,Moonrise Kingdom,Moonrise Kingdom
"Action, Crime, Thriller",$80.07M,7.0,130 min,Jack Reacher,273797,2012,Jack Reacher,Jack Reacher
"Crime, Drama",$7.56M,8.6,130 min,City of God,618836,2002,City of God,City of God
"Comedy, Romance",$178.41M,7.0,119 min,Pretty Woman,248134,1990,Pretty Woman,Pretty Woman
Horror,$232.91M,8.0,122 min,The Exorcist,319064,1973,The Exorcist,The Exorcist
"Crime, Thriller",$74.10M,8.0,124 min,Sin City,704716,2005,Sin City,Sin City
"Action, Comedy",$23.64M,7.9,121 min,Hot Fuzz,409176,2007,Hot Fuzz,Hot Fuzz
Comedy,$1.11M,7.3,103 min,Heathers,73897,1988,Heathers,Heathers
"Animation, Comedy, Family",$244.08M,7.1,117 min,Cars,310944,2006,Cars,Cars
"Action, Drama, Fantasy",$75.98M,7.0,132 min,Constantine,267626,2005,Constantine,Constantine
"Action, Adventure, Comedy",$45.45M,7.3,116 min,The Man from U.N.C.L.E.,230482,2015,The Man from U.N.C.L.E.,The Man from UNCLE
"Action, Drama, Family",$90.82M,7.2,126 min,The Karate Kid,152643,1984,The Karate Kid,The Karate Kid
Drama,$24.80M,7.6,101 min,Gifted,73772,2017,Gifted,Gifted
"Action, Drama, Mystery",$0.71M,8.4,120 min,Oldeuboi,436386,2003,Oldeuboi,Oldeuboi
"Action, Biography, Drama",$350.13M,7.3,133 min,American Sniper,385026,2014,American Sniper,American Sniper
"Comedy, Drama, Romance",$38.18M,7.3,97 min,10 Things I Hate About You,259116,1999,10 Things I Hate About You,10 Things I Hate About You
"Action, Crime, Drama",$86.26M,7.4,128 min,The Accountant,218474,2016,The Accountant,The Accountant
"Crime, Drama",$150.12M,7.3,138 min,American Hustle,404929,2013,American Hustle,American Hustle
"Drama, Mystery, Sci-Fi",$95.01M,7.3,106 min,Unbreakable,304754,2000,Unbreakable,Unbreakable
"Animation, Comedy, Family",$148.31M,7.1,91 min,Hotel Transylvania,195144,2012,Hotel Transylvania,Hotel Transylvania
Horror,$33.80M,7.4,98 min,Carrie,145379,1976,Carrie,Carrie
"Comedy, Horror",$32.22M,7.3,97 min,The Lost Boys,106924,1987,The Lost Boys,The Lost Boys
"Biography, Drama, History",$56.67M,8.1,134 min,12 Years a Slave,550477,2013,12 Years a Slave,12 Years a Slave
"Comedy, Drama, Romance",$63.17M,7.2,111 min,Forgetting Sarah Marshall,241310,2008,Forgetting Sarah Marshall,Forgetting Sarah Marshall
"Action, Drama, War",$85.82M,7.6,134 min,Fury,365244,2014,Fury,Fury
"Crime, Mystery, Thriller",None,8.1,106 min,Contratiempo,65988,2016,Contratiempo,Contratiempo
"Biography, Comedy, Drama",$13.18M,8.5,112 min,The Intouchables,636076,2011,The Intouchables,The Intouchables
"Biography, Drama, Sport",$115.64M,7.2,137 min,Unbroken,125605,2014,Unbroken,Unbroken
"Drama, Western",$101.16M,8.2,130 min,Unforgiven,327080,1992,Unforgiven,Unforgiven
"Action, Comedy",$48.07M,7.6,117 min,Kick-Ass,484090,2010,Kick-Ass,KickAss
"Crime, Drama, Thriller",$92.19M,7.6,125 min,The Town,313162,2010,The Town,The Town
"Biography, Drama, History",$169.61M,7.8,127 min,Hidden Figures,156900,2016,Hidden Figures,Hidden Figures
"Action, Adventure, Fantasy",$290.48M,8.8,124 min,Star Wars: Episode V - The Empire Strikes Back,1005366,1980,Star Wars: Episode V - The Empire Strikes Back,Star Wars  The Empire Strikes Back
"Biography, Comedy, Drama",$83.30M,7.5,125 min,Saving Mr. Banks,134124,2013,Saving Mr. Banks,Saving Mr Banks
"Action, Adventure, Thriller",$167.45M,8.0,144 min,Casino Royale,524054,2006,Casino Royale,Casino Royale
"Biography, Drama, Music",$32.57M,8.5,150 min,The Pianist,606902,2002,The Pianist,The Pianist
"Animation, Adventure, Comedy",$191.80M,8.3,81 min,Toy Story,752619,1995,Toy Story,Toy Story
"Action, Thriller",None,7.0,113 min,Death Proof,235656,2007,Death Proof,Death Proof
"Crime, Drama",$77.81M,7.5,167 min,Gangs of New York,359358,2002,Gangs of New York,Gangs of New York
Drama,$77.32M,7.7,125 min,Philadelphia,200212,1993,Philadelphia,Philadelphia
"Action, Crime, Drama",$47.00M,7.2,124 min,Shooter,283933,2007,Shooter,Shooter
"Comedy, Family",$285.76M,7.5,103 min,Home Alone,379718,1990,Home Alone,Home Alone
"Action, Adventure, Mystery",$424.67M,7.5,146 min,The Hunger Games: Catching Fire,558847,2013,The Hunger Games: Catching Fire,The Hunger Games Catching Fire
"Comedy, Fantasy, Romance",$70.91M,8.0,101 min,Groundhog Day,520695,1993,Groundhog Day,Groundhog Day
Drama,None,7.8,111 min,Rebel Without a Cause,73518,1955,Rebel Without a Cause,Rebel Without a Cause
"Biography, Crime, Drama",$53.27M,8.0,151 min,Papillon,108098,1973,Papillon,Papillon
"Action, Adventure, Drama",$50.87M,7.8,139 min,Apocalypto,263683,2006,Apocalypto,Apocalypto
"Drama, History, War",$108.64M,7.7,144 min,Black Hawk Down,328630,2001,Black Hawk Down,Black Hawk Down
Drama,$16.50M,8.2,94 min,Trainspotting,568203,1996,Trainspotting,Trainspotting
"Adventure, Drama, Thriller",None,7.7,109 min,Deliverance,88055,1972,Deliverance,Deliverance
"Comedy, Drama, Romance",$57.60M,8.6,116 min,Life Is Beautiful,522079,1997,Life Is Beautiful,Life Is Beautiful
"Animation, Adventure, Comedy",$289.92M,8.1,92 min,"Monsters, Inc.",704785,2001,"Monsters, Inc.",Monsters Inc
"Comedy, Drama, Romance",$8.70M,7.1,119 min,The Lobster,160016,2015,The Lobster,The Lobster
"Drama, Fantasy, Romance",$42.48M,7.2,112 min,The Age of Adaline,130847,2015,The Age of Adaline,The Age of Adaline
"Comedy, Drama, Romance",$132.09M,7.7,122 min,Silver Linings Playbook,602135,2012,Silver Linings Playbook,Silver Linings Playbook
"Action, Drama, Sci-Fi",$70.51M,8.2,132 min,V for Vendetta,920443,2005,V for Vendetta,V for Vendetta
"Animation, Adventure, Comedy",$267.67M,7.9,90 min,Shrek,535853,2001,Shrek,Shrek
"Biography, Drama, Family",$163.21M,8.0,172 min,The Sound of Music,172987,1965,The Sound of Music,The Sound of Music
"Crime, Drama, Thriller",$32.38M,7.9,117 min,Nightcrawler,381401,2014,Nightcrawler,Nightcrawler
"Drama, Sport",$13.66M,8.2,140 min,Warrior,390112,2011,Warrior,Warrior
Comedy,$10.82M,7.8,89 min,Office Space,220895,1999,Office Space,Office Space
"Adventure, Comedy, Drama",$10.68M,7.7,118 min,Fear and Loathing in Las Vegas,235923,1998,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas
"Drama, Romance",$2.53M,7.2,115 min,The Dreamers,96316,2003,The Dreamers,The Dreamers
"Animation, Adventure, Comedy",$200.82M,7.8,100 min,Tangled,347751,2010,Tangled,Tangled
"Comedy, Drama, Romance",$6.85M,7.1,95 min,The Spectacular Now,128496,2013,The Spectacular Now,The Spectacular Now
"Action, Adventure, Thriller",$180.98M,7.1,110 min,Mission: Impossible,346100,1996,Mission: Impossible,Mission Impossible
"Action, Crime, Drama",$26.86M,7.6,102 min,Hell or High Water,160822,2016,Hell or High Water,Hell or High Water
"Animation, Adventure, Comedy",$237.28M,7.1,93 min,Brave,321803,2012,Brave,Brave
"Crime, Drama, Thriller",$58.01M,7.3,118 min,The Lincoln Lawyer,191408,2011,The Lincoln Lawyer,The Lincoln Lawyer
"Comedy, Romance",$109.45M,7.1,116 min,The 40-Year-Old Virgin,350694,2005,The 40-Year-Old Virgin,The 40YearOld Virgin
"Action, Crime, Thriller",$353.01M,7.2,137 min,Furious 7,325212,2015,Furious 7,Furious 7
"Action, Adventure, Sci-Fi",$8.75M,7.0,88 min,Mad Max,171442,1979,Mad Max,Mad Max
"Horror, Mystery, Thriller",$41.60M,7.0,123 min,Orphan,169264,2009,Orphan,Orphan
"Action, Adventure, Drama",$146.88M,7.5,140 min,War for the Planet of the Apes,184964,2017,War for the Planet of the Apes,War for the Planet of the Apes
"Biography, Drama",$96.96M,7.7,120 min,The Social Network,550398,2010,The Social Network,The Social Network
"Action, Drama, Mystery",$27.11M,7.5,172 min,Cloud Atlas,318224,2012,Cloud Atlas,Cloud Atlas
"Action, Adventure, Mystery",$89.02M,7.0,124 min,Oblivion,439032,2013,Oblivion,Oblivion
"Animation, Adventure, Comedy",$104.40M,7.1,97 min,The Princess and the Frog,104288,2009,The Princess and the Frog,The Princess and the Frog
"Comedy, Drama",$115.00M,7.5,110 min,American Graffiti,72243,1973,American Graffiti,American Graffiti
"Comedy, Drama",$27.47M,7.3,91 min,Friday,86966,1995,Friday,Friday
"Crime, Mystery, Thriller",$117.72M,7.3,115 min,Now You See Me,532851,2013,Now You See Me,Now You See Me
"Crime, Drama, Mystery",$88.51M,7.6,129 min,Inside Man,304491,2006,Inside Man,Inside Man
"Biography, Crime, Drama",$1.87M,7.0,132 min,Legend,129908,2015,Legend,Legend
"Animation, Drama, Fantasy",$75.29M,7.7,100 min,Coraline,172079,2009,Coraline,Coraline
Comedy,$71.32M,7.6,97 min,National Lampoon's Christmas Vacation,124810,1989,National Lampoon's Christmas Vacation,National Lampoons Christmas Vacation
"Adventure, Drama, Family",$20.16M,7.4,102 min,The NeverEnding Story,114492,1984,The NeverEnding Story,The NeverEnding Story
"Drama, Mystery, Thriller",$48.32M,7.8,129 min,The Game,302815,1997,The Game,The Game
Drama,$47.70M,7.8,137 min,Manchester by the Sea,196872,2016,Manchester by the Sea,Manchester by the Sea
"Action, Sci-Fi, Thriller",$119.39M,7.5,113 min,Total Recall,269747,1990,Total Recall,Total Recall
"Adventure, Drama, Western",$171.24M,7.6,110 min,True Grit,272643,2010,True Grit,True Grit
"Biography, Drama, Sport",$115.65M,7.8,113 min,Remember the Titans,179423,2000,Remember the Titans,Remember the Titans
"Comedy, Crime, Drama",$60.36M,7.0,96 min,Burn After Reading,277485,2008,Burn After Reading,Burn After Reading
"Action, Adventure, Horror",$202.36M,7.0,116 min,World War Z,534120,2013,World War Z,World War Z
"Action, Adventure, Sci-Fi",$54.81M,7.2,129 min,Starship Troopers,244690,1997,Starship Troopers,Starship Troopers
"Drama, Romance",$83.04M,7.7,134 min,Brokeback Mountain,290239,2005,Brokeback Mountain,Brokeback Mountain
"Comedy, Drama, Romance",$153.95M,7.3,139 min,Jerry Maguire,215259,1996,Jerry Maguire,Jerry Maguire
"Adventure, Fantasy",$255.12M,7.4,144 min,The Hobbit: The Battle of the Five Armies,421469,2014,The Hobbit: The Battle of the Five Armies,The Hobbit The Battle of the Five Armies
Drama,$44.59M,7.8,102 min,Lost in Translation,362782,2003,Lost in Translation,Lost in Translation
"Drama, Thriller",$11.29M,8.4,137 min,The Lives of Others,308818,2006,The Lives of Others,The Lives of Others
"Action, Adventure, Drama",$75.51M,7.8,112 min,The Last of the Mohicans,131246,1992,The Last of the Mohicans,The Last of the Mohicans
"Drama, Horror",$105.26M,7.6,123 min,Interview with the Vampire: The Vampire Chronicles,266621,1994,Interview with the Vampire: The Vampire Chronicles,Interview with the Vampire The Vampire Chronicles
"Action, Crime, Thriller",$66.21M,8.0,137 min,Kill Bill: Vol. 2,587932,2004,Kill Bill: Vol. 2,Kill Bill 
"Drama, War",$0.08M,7.8,137 min,Beasts of No Nation,59370,2015,Beasts of No Nation,Beasts of No Nation
"Animation, Action, Adventure",$222.53M,7.8,102 min,Big Hero 6,347179,2014,Big Hero 6,Big Hero 6
"Action, Adventure, Comedy",$110.52M,7.0,107 min,Tropic Thunder,342430,2008,Tropic Thunder,Tropic Thunder
"Action, Adventure, Thriller",$122.01M,7.6,135 min,The Hunt for Red October,159548,1990,The Hunt for Red October,The Hunt for Red October
Horror,None,7.1,99 min,Martyrs,71124,2008,Martyrs,Martyrs
"Animation, Adventure, Comedy",$40.44M,7.9,103 min,Paddington 2,35954,2017,Paddington 2,Paddington 2
"Crime, Drama, Thriller",None,7.3,121 min,Shot Caller,51214,2017,Shot Caller,Shot Caller
"Comedy, Horror",$13.54M,7.9,99 min,Shaun of the Dead,452113,2004,Shaun of the Dead,Shaun of the Dead
"Action, Adventure, Sci-Fi",$214.95M,7.5,134 min,X2,463864,2003,X2,X2
"Adventure, Comedy",$61.40M,7.4,98 min,National Lampoon's Vacation,82956,1983,National Lampoon's Vacation,National Lampoons Vacation
"Animation, Adventure, Comedy",$380.84M,8.1,100 min,Finding Nemo,829598,2003,Finding Nemo,Finding Nemo
"Action, Crime, Horror",$25.75M,7.3,108 min,From Dusk Till Dawn,249884,1996,From Dusk Till Dawn,From Dusk Till Dawn
"Animation, Comedy, Family",$251.51M,7.7,95 min,Despicable Me,445510,2010,Despicable Me,Despicable Me
"Drama, Horror, Thriller",$3.19M,7.6,120 min,La piel que habito,118809,2011,La piel que habito,La piel que habito
"Crime, Drama, Mystery",$33.08M,7.7,157 min,Zodiac,371363,2007,Zodiac,Zodiac
"Action, Drama, Romance",$40.07M,7.1,124 min,Allied,115709,2016,Allied,Allied
"Drama, Romance",$124.87M,7.8,126 min,The Fault in Our Stars,300908,2014,The Fault in Our Stars,The Fault in Our Stars
"Drama, Romance",$9.74M,7.4,112 min,Blue Valentine,164158,2010,Blue Valentine,Blue Valentine
"Comedy, Horror",$3.33M,7.6,86 min,What We Do in the Shadows,112590,2014,What We Do in the Shadows,What We Do in the Shadows
"Biography, Crime, Drama",$130.16M,7.8,157 min,American Gangster,356326,2007,American Gangster,American Gangster
Western,$5.32M,8.5,165 min,Once Upon a Time in the West,259338,1968,Once Upon a Time in the West,Once Upon a Time in the West
"Adventure, Drama, Horror",None,7.1,132 min,Bone Tomahawk,62461,2015,Bone Tomahawk,Bone Tomahawk
"Drama, Romance",$41.23M,7.4,101 min,A Walk to Remember,182809,2002,A Walk to Remember,A Walk to Remember
"Action, Comedy, Crime",$110.83M,7.0,119 min,Spy,206914,2015,Spy,Spy
"Action, Adventure, Sci-Fi",$25.51M,7.9,119 min,Serenity,263554,2005,Serenity,Serenity
"Animation, Adventure, Comedy",$217.35M,8.0,90 min,Aladdin,305340,1992,Aladdin,Aladdin
"Drama, History, Romance",$198.68M,8.2,238 min,Gone with the Wind,254410,1939,Gone with the Wind,Gone with the Wind
"Horror, Mystery, Thriller",$56.00M,7.6,103 min,Saw,341463,2004,Saw,Saw
"Drama, Sport",$70.27M,7.2,102 min,Rocky Balboa,182413,2006,Rocky Balboa,Rocky Balboa
"Drama, Fantasy, Romance",$127.51M,7.8,166 min,The Curious Case of Benjamin Button,521097,2008,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
"Action, Adventure, Thriller",$134.07M,7.4,136 min,The Rock,285208,1996,The Rock,The Rock
